0,1
0.433323125,0.755226297
0.866646249,0.416187269
1.299969374,0.057689153
1.733292499,-0.25393393
2.166615623,-0.471172764
2.599938748,-0.570727662
3.033261872,-0.553765736
3.466584997,-0.441821397
3.899908122,-0.269756541
4.333231246,-0.077490154
4.766554371,0.097848004
5.199877496,0.228023037
5.63320062,0.297259895
6.066523745,0.303043175
6.499846869,0.254450688
6.933169994,0.168707247
7.366493119,0.066849775
7.799816243,-0.030590164
8.233139368,-0.107127617
8.666462493,-0.152588137
9.099785617,-0.163898258
9.533108742,-0.144497597
9.966431867,-0.102695634
10.39975499,-0.049430969
10.83307812,0.004076591
11.26640124,0.048349904
11.69972437,0.077048893
12.13304749,0.087589677
12.56637061,0.081002592